title,price,link,category,storage,average_price,median_price
iPhone 13 Pro Max,8500,https://www.finn.no/bap/forsale/ad.html?finnkode=366763181,Pro Max,Unknown,6623.42,6500.00
iPhone 12 pro Max ligger i Eska som den er kjøpt i,8500,https://www.finn.no/bap/forsale/ad.html?finnkode=356514170,Pro Max,Unknown,5453.45,5500.00
iPhone 13 Pro,8500,https://www.finn.no/bap/forsale/ad.html?finnkode=365758083,Pro,Unknown,5895.92,5750.00
iPhone 15 128gb - 100% Batteri,8490,https://www.finn.no/bap/forsale/ad.html?finnkode=372122082,Regular,128GB,9192.68,9244.50
iPhone 14 pro Max,8350,https://www.finn.no/bap/forsale/ad.html?finnkode=372801251,Pro Max,Unknown,9129.35,8990.00
iPhone 14 pro 256Gb gull,8300,https://www.finn.no/bap/forsale/ad.html?finnkode=362781880,Pro,256GB,7636.44,7500.00
iPhone 14 pro Max,8299,https://www.finn.no/bap/forsale/ad.html?finnkode=372492023,Pro Max,Unknown,9129.35,8990.00
iPhone 15 Pro Blå Titan 128GB,8299,https://www.finn.no/bap/forsale/ad.html?finnkode=371615676,Pro,128GB,10574.26,10000.00
iPhone 15 128gb SOM NY! GARANTI 🔋99,8250,https://www.finn.no/recommerce/forsale/item/374737293,Regular,128GB,9192.68,9244.50
iPhone 15 128 GB 100%,8250,https://www.finn.no/bap/forsale/ad.html?finnkode=373986118,Regular,128GB,9192.68,9244.50
Strøken iPhone 14 Pro,8250,https://www.finn.no/bap/forsale/ad.html?finnkode=371933791,Pro,Unknown,8044.07,8125.00
iPhone 14 pro 💜,8200,https://www.finn.no/recommerce/forsale/item/374812876,Pro,Unknown,7482.00,7450.00
iPhone 14 Pro Max 256,8150,https://www.finn.no/bap/forsale/ad.html?finnkode=373847658,Pro Max,Unknown,9129.35,8990.00
iPhone 14 Pro Max 128 GB,8000,https://www.finn.no/recommerce/forsale/item/374853045,Pro Max,128GB,8174.90,7800.00
iPhone 14pro 128GB,8000,https://www.finn.no/recommerce/forsale/item/321823873,Pro,128GB,7633.33,7900.00
Apple iPhone 14 Pro Max 256 GB,8000,https://www.finn.no/recommerce/forsale/item/374831459,Pro Max,256GB,10660.50,11500.00
iPhone 14 Pro Max Silverwhite 256 Gb.,8000,https://www.finn.no/recommerce/forsale/item/374834179,Pro Max,256GB,8640.21,8500.00
iPhone 16 Pro Max (sort titan 256GB),16500,https://www.finn.no/recommerce/forsale/item/373658024,Pro Max,256GB,16836.25,16500.00
iPhone 15 128gb svart,8000,https://www.finn.no/recommerce/forsale/item/374810903,Regular,128GB,9192.68,9244.50
iPhone 15 Pro 256gb Naturlig Titan,8000,https://www.finn.no/recommerce/forsale/item/374797639,Pro,256GB,10892.56,10500.00
iPhone 14 Pro - 256 GB - Svart,8000,https://www.finn.no/recommerce/forsale/item/374790939,Pro,256GB,7636.44,7500.00
iPhone 14 Pro - 5G - 256 GB - lilla,8000,https://www.finn.no/recommerce/forsale/item/374746711,Pro,256GB,7636.44,7500.00
iPhone 14 pro Max 256 gb,8000,https://www.finn.no/recommerce/forsale/item/374730558,Pro Max,256GB,8640.21,8500.00
iPhone 13 Pro 512 GB ( Alpine Green ),8000,https://www.finn.no/recommerce/forsale/item/374711419,Pro,512GB,7223.75,7700.00
iPhone 14 Pro Lilla 256GB,8000,https://www.finn.no/recommerce/forsale/item/374691330,Pro,256GB,7636.44,7500.00
iPhone 15 Pro (Knust bakskjerm),8000,https://www.finn.no/recommerce/forsale/item/374632594,Pro,Unknown,10503.21,10495.00
iPhone 15 128gb svart,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=370170007,Regular,128GB,9192.68,9244.50
iPhone 15 128 GB Black ubrukt,8000,https://www.finn.no/recommerce/forsale/item/374560811,Regular,128GB,9192.68,9244.50
iPhone 13 pro max 256 GB,8000,https://www.finn.no/recommerce/forsale/item/374487766,Pro Max,256GB,6987.24,7000.00
iPhone 14 Pro 128GB - 95% batteri,8000,https://www.finn.no/recommerce/forsale/item/374483426,Pro,128GB,7515.39,7450.00
iPhone 14 Pro Max 128GB,8000,https://www.finn.no/recommerce/forsale/item/374469359,Pro Max,128GB,8174.90,7800.00
iPhone 14 Pro Max,8000,https://www.finn.no/recommerce/forsale/item/374418265,Pro Max,Unknown,9129.35,8990.00
NY iPhone 13 pro 128 GB,8000,https://www.finn.no/recommerce/forsale/item/374389598,Pro,128GB,7676.11,7500.00
iPhone 14 Pro Space Black 128gb,8000,https://www.finn.no/recommerce/forsale/item/374313531,Pro,128GB,7515.39,7450.00
iPhone 14 Pro 128GB (100% batterikapasitet),8000,https://www.finn.no/recommerce/forsale/item/374337282,Pro,128GB,7515.39,7450.00
iPhone 14 pro Max,8000,https://www.finn.no/recommerce/forsale/item/374280912,Pro Max,Unknown,9129.35,8990.00
iPhone 15 rosa 128gb,8000,https://www.finn.no/recommerce/forsale/item/374265305,Regular,128GB,9192.68,9244.50
iPhone 15 128 GB – rosa,8000,https://www.finn.no/recommerce/forsale/item/374242426,Regular,128GB,9192.68,9244.50
iPhone 14 pro Max,8000,https://www.finn.no/recommerce/forsale/item/374227121,Pro Max,Unknown,9129.35,8990.00
Strøken iPhone 14 Pro (256 GB),8000,https://www.finn.no/recommerce/forsale/item/373877228,Pro,256GB,7092.60,7000.00
iPhone 14 Pro Max 256Gb Sort,8000,https://www.finn.no/recommerce/forsale/item/373860716,Pro Max,256GB,8640.21,8500.00
iPhone 13 Pro Max med 3 år igjen av garanti,8000,https://www.finn.no/recommerce/forsale/item/373858921,Pro Max,Unknown,6623.42,6500.00
iPhone 14 PRO GULL 128GB 84%🔋,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=373783794,Pro,128GB,7515.39,7450.00
iPhone 15 pro 256GB i sort,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=373765340,Pro,256GB,10892.56,10500.00
iPhone 14 Pro - Gull 128GB,8000,https://www.finn.no/recommerce/forsale/item/373657677,Pro,128GB,7515.39,7450.00
iPhone 14 Pro Max 256 Gb - 100% batterikapasitet,8000,https://www.finn.no/recommerce/forsale/item/373652183,Pro Max,256GB,8640.21,8500.00
Apple iPhone 14 128 GB,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=361948574,Regular,128GB,6844.45,7500.00
iPhone 14 pro Max 128 G,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=373338552,Pro Max,Unknown,9129.35,8990.00
iPhone 15 128GB Blå,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=373325893,Regular,128GB,9192.68,9244.50
iPhone 14 Pro,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=373258076,Pro,Unknown,7482.00,7450.00
iPhone 14 Pro Max,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=373039256,Pro Max,Unknown,9129.35,8990.00
iPhone 14 pro 256GB,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=373031445,Pro,256GB,7636.44,7500.00
iPhone 13 pro Max,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=372975001,Pro Max,Unknown,6623.42,6500.00
iPhone 14 Pro – 256GB Deep Purple,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=371746584,Pro,256GB,7636.44,7500.00
Apple iPhone 14 Pro Max 256 GB stellarsvart,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=372745144,Pro Max,256GB,10660.50,11500.00
iPhone 14 pro 128gb,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=372590369,Pro,128GB,7515.39,7450.00
iPhone 14 Pro 256gb stellarsvart,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=372562854,Pro,256GB,7636.44,7500.00
iPhone 14 pro,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=372539148,Pro,Unknown,7482.00,7450.00
iPhone 14 Pro sort - 99% 128 gb,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=372527091,Pro,128GB,7515.39,7450.00
iPhone 14 Pro 128gb sort,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=372429227,Pro,128GB,7515.39,7450.00
iPhone 14 pro max 128gb,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=371117540,Pro Max,128GB,8174.90,7800.00
iPhone 14 Pro Max 256gb,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=362099508,Pro Max,256GB,8640.21,8500.00
iPhone 14 pro max 256GB i gull,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=372333821,Pro Max,256GB,8640.21,8500.00
iPhone 14,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=353806204,Regular,Unknown,6228.35,6000.00
iPhone 14 pro 256g,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=372213280,Pro,Unknown,7482.00,7450.00
iPhone 14 pro Max 256GB lilla,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=372202776,Pro Max,256GB,8640.21,8500.00
iPhone 14 pro Max  128 GB,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=372067369,Pro Max,128GB,8174.90,7800.00
iPhone 15 Pro,,https://www.finn.no/bap/forsale/ad.html?finnkode=372002520,Pro,Unknown,10503.21,10495.00
iPhone 11 Pro Max Gull 64GB,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=341474858,Pro Max,64GB,3190.00,2000.00
iPhone 13 pro Max,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=371725744,Pro Max,Unknown,6623.42,6500.00
iPhone 14 pro 128gb,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=371603404,Pro,128GB,7515.39,7450.00
iPhone 14 Pro - 128 gb,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=371619573,Pro,128GB,7515.39,7450.00
Strøken iPhone 14 Pro 128GB Deep Purple,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=371571959,Pro,128GB,7676.11,7500.00
iPhone 13 Pro Max 256 GB,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=371567809,Pro Max,256GB,6987.24,7000.00
iPhone 14 Pro,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=371230125,Pro,Unknown,7482.00,7450.00
Apple iPhone 14 Pro 128 GB (svart),8000,https://www.finn.no/bap/forsale/ad.html?finnkode=371229863,Pro,128GB,7676.11,7500.00
iPhone 14 pro,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=371000239,Pro,Unknown,7482.00,7450.00
Helt ny iPhone 14 plus 128 gb,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=370941192,Regular,128GB,6633.33,6500.00
iPhone 14 Pro - 256 GB - sort,7900,https://www.finn.no/recommerce/forsale/item/373724974,Pro,256GB,7636.44,7500.00
iPhone 14 PRO 256 Gb - Gold,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=370640893,Pro,256GB,7636.44,7500.00
iPhone 14Plus,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=370514195,Regular,Unknown,8000.00,8000.00
iPhone 15 - 256GB,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=370504852,Regular,256GB,9085.71,9000.00
iPhone 13 Pro 128GB Grafitt 100% batteri,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=369992324,Pro,128GB,5839.25,5500.00
iPhone 14 Plus 256 GB Lilla Farge,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=369990668,Regular,256GB,7233.33,7200.00
iPhone 13 pro MAX,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=369622638,Pro Max,Unknown,6623.42,6500.00
iPhone 14 pro 128 GB (Svart),8000,https://www.finn.no/bap/forsale/ad.html?finnkode=342676207,Pro,128GB,7515.39,7450.00
iPhone 14 pro - 256 GB,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=369317402,Pro,256GB,7636.44,7500.00
iPhone 13 Pro Max 256 gb som ny,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=368661131,Pro Max,256GB,6987.24,7000.00
iPhone 13 pro max - 256 GB,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=366584219,Pro Max,256GB,6987.24,7000.00
Apple iPhone 13 Pro,8000,https://www.finn.no/bap/forsale/ad.html?finnkode=324571465,Pro,Unknown,8044.07,8125.00
iPhone 14 Pro 128gb Stellasvart!,7999,https://www.finn.no/recommerce/forsale/item/374440727,Pro,128GB,7515.39,7450.00
iPhone 13 Pro Max 5G - Grafitt - 96% Batterikapasitet - 128GB,7999,https://www.finn.no/recommerce/forsale/item/373750917,Pro Max,128GB,6019.27,6000.00
iPhone 14 Pro 256 GB MØRK LILLA,7999,https://www.finn.no/bap/forsale/ad.html?finnkode=372878132,Pro,256GB,7636.44,7500.00
iPhone 14 Pro Max 256 GB (svart),7999,https://www.finn.no/bap/forsale/ad.html?finnkode=371717282,Pro Max,256GB,8640.21,8500.00
iPhone 14 Pro Max 256 GB - Fin brukt,7999,https://www.finn.no/bap/forsale/ad.html?finnkode=371439534,Pro Max,256GB,8640.21,8500.00
Helt Ny iPhone 12 ProMax  256GB,7999,https://www.finn.no/bap/forsale/ad.html?finnkode=367033610,Pro,256GB,7999.00,7999.00
iPhone 14 pro 128gb,7995,https://www.finn.no/bap/forsale/ad.html?finnkode=371196118,Pro,128GB,7515.39,7450.00
iPhone 13 Pro 512 Gb,7900,https://www.finn.no/recommerce/forsale/item/374788388,Pro,512GB,7223.75,7700.00
iPhone 14 Pro 256 GB Gull,7900,https://www.finn.no/recommerce/forsale/item/374198906,Pro,256GB,7636.44,7500.00
iPhone 14 Pro - 256 GB - sort,7900,https://www.finn.no/recommerce/forsale/item/373724974,Pro,256GB,7636.44,7500.00
Apple iPhone 14 Pro 256 GB (Mørk Lilla),7900,https://www.finn.no/bap/forsale/ad.html?finnkode=373452550,Pro,256GB,7092.60,7000.00
Apple iPhone 13 Pro Max - Sierre Blue - 256gb,7900,https://www.finn.no/bap/forsale/ad.html?finnkode=372709306,Pro Max,256GB,10660.50,11500.00
iPhone 14 pro Max svart 128 GB,7900,https://www.finn.no/bap/forsale/ad.html?finnkode=370825052,Pro Max,128GB,8174.90,7800.00
iPhone 14pro 128GB,7900,https://www.finn.no/bap/forsale/ad.html?finnkode=368236450,Pro,128GB,7633.33,7900.00
iPhone 14 pro max,7800,https://www.finn.no/recommerce/forsale/item/374832443,Pro Max,Unknown,9129.35,8990.00
iPhone 15 pro 256,7800,https://www.finn.no/recommerce/forsale/item/374503712,Pro,Unknown,10503.21,10495.00
iPhone 14 Pro - 128 GB - Silver,7800,https://www.finn.no/recommerce/forsale/item/374482347,Pro,128GB,7515.39,7450.00
iPhone 14 pro 128gb,7800,https://www.finn.no/recommerce/forsale/item/374472887,Pro,128GB,7515.39,7450.00
iPhone 12 pro 128 gb i sølv,7800,https://www.finn.no/bap/forsale/ad.html?finnkode=372627024,Pro,128GB,5474.88,5500.00
iPhone 13 Pro Max 256GB - Sierra Blue,7800,https://www.finn.no/bap/forsale/ad.html?finnkode=373549887,Pro Max,256GB,6987.24,7000.00
iPhone 14 pro 256 GB lilla,7800,https://www.finn.no/bap/forsale/ad.html?finnkode=373470221,Pro,256GB,7636.44,7500.00
iPhone 14 Pro Max – 5G smarttelefon 256GB  Stellarsvart - Battery 96%!,7800,https://www.finn.no/bap/forsale/ad.html?finnkode=373293613,Pro Max,256GB,8640.21,8500.00
iPhone 13 Pro 1TB lagring!,7800,https://www.finn.no/bap/forsale/ad.html?finnkode=370800608,Pro,Unknown,5895.92,5750.00
iPhone 13 pro max,7800,https://www.finn.no/bap/forsale/ad.html?finnkode=370543490,Pro Max,Unknown,6623.42,6500.00
iPhone 14 Pro | 128 Gb | Deep Purple |,7750,https://www.finn.no/bap/forsale/ad.html?finnkode=371282003,Pro,128GB,7515.39,7450.00
Pent bruk iPhone 14 pro,7750,https://www.finn.no/bap/forsale/ad.html?finnkode=368988293,Pro,Unknown,7750.00,7750.00
Brukt iPhone 13 Pro Max - 2 års garanti,7749,https://www.finn.no/bap/webstore/ad.html?finnkode=332224842,Pro Max,Unknown,9373.46,9749.50
iPhone 14 i mørk blå,7700,https://www.finn.no/recommerce/forsale/item/374821312,Regular,Unknown,6228.35,6000.00
iPhone 14 Pro Max 128 GB,7700,https://www.finn.no/recommerce/forsale/item/373989688,Pro Max,128GB,8174.90,7800.00
iPhone 14 Pro Max 128 GB,7700,https://www.finn.no/recommerce/forsale/item/373589593,Pro Max,128GB,8174.90,7800.00
iPhone 13 Pro Max 512 GB 100 % 🔋Nytt baksystem,7650,https://www.finn.no/bap/forsale/ad.html?finnkode=367550263,Pro Max,512GB,7650.00,7650.00
iPhone 15 256 GB til salgs – Perfekt stand,7600,https://www.finn.no/bap/forsale/ad.html?finnkode=372822060,Regular,256GB,9085.71,9000.00
iPhone 13 Pro Max (256GB) Alpine Green - meget pent brukt,7600,https://www.finn.no/bap/forsale/ad.html?finnkode=372526461,Pro Max,256GB,6987.24,7000.00
iPhone 13 Pro Max,7600,https://www.finn.no/bap/forsale/ad.html?finnkode=368816623,Pro Max,Unknown,6623.42,6500.00
iPhone 14 pro Max 256,9500,https://www.finn.no/recommerce/forsale/item/374713909,Pro Max,Unknown,9129.35,8990.00
iPhone 14 pro 256Gb Space Black,7500,https://www.finn.no/recommerce/forsale/item/284130270,Pro,256GB,7636.44,7500.00
iPhone 15 Pro 256GB,7500,https://www.finn.no/recommerce/forsale/item/374792313,Pro,256GB,10892.56,10500.00
iPhone 14 Pro Max - 512GB,7500,https://www.finn.no/recommerce/forsale/item/374779306,Pro Max,512GB,10450.00,10000.00
iPhone 14 pro Max 128Gb,7500,https://www.finn.no/recommerce/forsale/item/374703217,Pro Max,128GB,8174.90,7800.00
iPhone 14 pro 256 GB svart,7500,https://www.finn.no/recommerce/forsale/item/374692135,Pro,256GB,7636.44,7500.00
Apple iPhone 14 pro 256gb,7500,https://www.finn.no/recommerce/forsale/item/374665892,Pro,256GB,7092.60,7000.00
iPhone 13 ProMax 128gb Sierra blå 100%batterikapasitet,7500,https://www.finn.no/recommerce/forsale/item/374511576,Pro,128GB,5839.25,5500.00
iPhone 14 Pro 128GB,7500,https://www.finn.no/recommerce/forsale/item/374508046,Pro,128GB,7515.39,7450.00
iPhone 14 Pro,7500,https://www.finn.no/recommerce/forsale/item/374450938,Pro,Unknown,7482.00,7450.00
iPhone 14 Pro 256 GB purple,7500,https://www.finn.no/recommerce/forsale/item/374347595,Pro,256GB,7636.44,7500.00
iPhone 13 pro Max,7500,https://www.finn.no/recommerce/forsale/item/374315643,Pro Max,Unknown,6623.42,6500.00
iPhone 14 Pro 256 gb,7500,https://www.finn.no/recommerce/forsale/item/374287244,Pro,256GB,7636.44,7500.00
Ny iPhone 13Pro Max 128GB,7500,https://www.finn.no/recommerce/forsale/item/374120883,Pro Max,128GB,6787.38,6500.00
iPhone 14 Pro 128GB - 100% Batterikapasitet,7500,https://www.finn.no/bap/forsale/ad.html?finnkode=374062584,Pro,128GB,7515.39,7450.00
iPhone 13 Pro Max 256GB - Sierra Blue,7500,https://www.finn.no/recommerce/forsale/item/373997128,Pro Max,256GB,6987.24,7000.00
iPhone 13 promax 256gb,7500,https://www.finn.no/recommerce/forsale/item/373963096,Pro,256GB,5975.74,6000.00
iPhone 14 Pro 256 GB,7500,https://www.finn.no/recommerce/forsale/item/373857715,Pro,256GB,7636.44,7500.00
iPhone 14 pro 128 GB,7500,https://www.finn.no/bap/forsale/ad.html?finnkode=373830676,Pro,128GB,7515.39,7450.00
iPhone 13 Pro Max 256GB - Sierra Blue - Strøken,7500,https://www.finn.no/recommerce/forsale/item/373816759,Pro Max,256GB,6987.24,7000.00
Veldig pent brukt iPhone 14 pro Max,7500,https://www.finn.no/bap/forsale/ad.html?finnkode=373622791,Pro Max,Unknown,7500.00,7500.00
iPhone 14 Pro Max 1Tb,7500,https://www.finn.no/bap/forsale/ad.html?finnkode=373615130,Pro Max,Unknown,9129.35,8990.00
iPhone 14 pro 256 gb til salgs,7500,https://www.finn.no/bap/forsale/ad.html?finnkode=373543877,Pro,256GB,7636.44,7500.00
Strøken! - iPhone 14 Pro Lilla 256 87% battery,7500,https://www.finn.no/bap/forsale/ad.html?finnkode=373405109,Pro,Unknown,7500.00,7500.00
iPhone 14 PRO 128 GB,7500,https://www.finn.no/bap/forsale/ad.html?finnkode=373340274,Pro,128GB,7515.39,7450.00
iPhone 13 Pro 512 GB ( Alpine Green ),8000,https://www.finn.no/recommerce/forsale/item/374711419,Pro,512GB,7223.75,7700.00
iPhone 14 Pro Max 128 GB IOS 18.0!,7500,https://www.finn.no/bap/forsale/ad.html?finnkode=373326354,Pro Max,128GB,8174.90,7800.00
iPhone 14 Pro 512Gb,7500,https://www.finn.no/bap/forsale/ad.html?finnkode=373283403,Pro,512GB,8516.67,8950.00
iPhone 14 pro max,7500,https://www.finn.no/bap/forsale/ad.html?finnkode=373250325,Pro Max,Unknown,9129.35,8990.00
iPhone 13 pro Max 256 gb,7500,https://www.finn.no/bap/forsale/ad.html?finnkode=373189522,Pro Max,256GB,6987.24,7000.00
iPhone 14 Plus 256GB,7500,https://www.finn.no/bap/forsale/ad.html?finnkode=373145856,Regular,256GB,7233.33,7200.00
iPhone 13 Pro Max 128 gb,7500,https://www.finn.no/bap/forsale/ad.html?finnkode=327338545,Pro Max,128GB,6019.27,6000.00
iPhone 14 Pro 256 GB - meget god stand,7500,https://www.finn.no/bap/forsale/ad.html?finnkode=373075084,Pro,256GB,7636.44,7500.00
iPhone 14 Pro 128GB,7500,https://www.finn.no/bap/forsale/ad.html?finnkode=373051869,Pro,128GB,7515.39,7450.00
iPhone 13 Pro 256GB Graphite,7500,https://www.finn.no/bap/forsale/ad.html?finnkode=286931129,Pro,256GB,5975.74,6000.00
iPhone 14Pro Max 126Gb,7500,https://www.finn.no/bap/forsale/ad.html?finnkode=372531788,Pro Max,128GB,7500.00,7500.00
iPhone 13 pro max 256 GB,7500,https://www.finn.no/bap/forsale/ad.html?finnkode=372417979,Pro Max,256GB,6987.24,7000.00
iPhone 14 Pro 256gb Gold,7500,https://www.finn.no/bap/forsale/ad.html?finnkode=372370350,Pro,256GB,7636.44,7500.00
iPhone 14 pro 256 gb,7500,https://www.finn.no/bap/forsale/ad.html?finnkode=372343427,Pro,256GB,7636.44,7500.00
iPhone 15,7500,https://www.finn.no/bap/forsale/ad.html?finnkode=371605257,Regular,Unknown,8287.67,8799.00
iPhone 14 Pro (256gb),7500,https://www.finn.no/bap/forsale/ad.html?finnkode=371584326,Pro,256GB,7636.44,7500.00
Apple iPhone 13 Pro Max 5G 128GB,7500,https://www.finn.no/bap/forsale/ad.html?finnkode=361069219,Pro Max,128GB,6787.38,6500.00
iPhone 14 pro 128GB batteri 92 %,7500,https://www.finn.no/bap/forsale/ad.html?finnkode=371376525,Pro,128GB,7515.39,7450.00
iPhone 13 Pro 128GB Graphite – Som Ny!,7500,https://www.finn.no/bap/forsale/ad.html?finnkode=370528508,Pro,128GB,5839.25,5500.00
iPhone 13 pro  512 gb,7500,https://www.finn.no/bap/forsale/ad.html?finnkode=370094016,Pro,512GB,7223.75,7700.00
iPhone 13 pro,7500,https://www.finn.no/bap/forsale/ad.html?finnkode=344558479,Pro,Unknown,5895.92,5750.00
iPhone 13 pro Max 256 GB,7500,https://www.finn.no/bap/forsale/ad.html?finnkode=369827241,Pro Max,256GB,6987.24,7000.00
Apple iPhone 14 128 Gb,7500,https://www.finn.no/bap/forsale/ad.html?finnkode=369286753,Regular,128GB,6844.45,7500.00
iPhone 14 Pro,7500,https://www.finn.no/bap/forsale/ad.html?finnkode=368123701,Pro,Unknown,7482.00,7450.00
iPhone 14 pro Max,7500,https://www.finn.no/bap/forsale/ad.html?finnkode=367164283,Pro Max,Unknown,9129.35,8990.00
iPhone 14 pro 128gb,7500,https://www.finn.no/bap/forsale/ad.html?finnkode=367162108,Pro,128GB,7515.39,7450.00
iPhone 14 pro Max,7500,https://www.finn.no/bap/forsale/ad.html?finnkode=366669239,Pro Max,Unknown,9129.35,8990.00
iPhone 13 Pro Max som ny!,7500,https://www.finn.no/bap/forsale/ad.html?finnkode=366439847,Pro Max,Unknown,6623.42,6500.00
iPhone 14 pro max,7499,https://www.finn.no/recommerce/forsale/item/374521087,Pro Max,Unknown,9129.35,8990.00
iPhone 13 pro,7499,https://www.finn.no/bap/forsale/ad.html?finnkode=370812974,Pro,Unknown,5895.92,5750.00
iPhone 14 pluss,7499,https://www.finn.no/bap/forsale/ad.html?finnkode=370577353,Regular,Unknown,6228.35,6000.00
iPhone 14 Pro Gold 256GB,7490,https://www.finn.no/recommerce/forsale/item/374313457,Pro,256GB,7636.44,7500.00
iPhone 13 Pro Max 128 GB Graphite,7490,https://www.finn.no/bap/forsale/ad.html?finnkode=367924478,Pro Max,128GB,6019.27,6000.00
iPhone 14 pro. God stand,7400,https://www.finn.no/recommerce/forsale/item/374294457,Pro,Unknown,7482.00,7450.00
iPhone 14 pro Max,7400,https://www.finn.no/bap/forsale/ad.html?finnkode=373857700,Pro Max,Unknown,9129.35,8990.00
iPhone 14 pro 128 GB,7400,https://www.finn.no/recommerce/forsale/item/373607709,Pro,128GB,7515.39,7450.00
iPhone 13 Pro Max 256GB Sierra Blå,7400,https://www.finn.no/bap/forsale/ad.html?finnkode=371979805,Pro Max,256GB,6987.24,7000.00
iPhone 14 Pro 256 GB space black,7400,https://www.finn.no/bap/forsale/ad.html?finnkode=372164924,Pro,256GB,7636.44,7500.00
iPhone 13 Pro Max 256GB (inkl. ladekabel og original eske),7400,https://www.finn.no/bap/forsale/ad.html?finnkode=352255054,Pro Max,256GB,6987.24,7000.00
iPhone 14Pro - 256gb!,7390,https://www.finn.no/bap/forsale/ad.html?finnkode=371592402,Pro,256GB,6796.67,6500.00
«strøken!» iPhone 14 pro Max 128gb 88%,7300,https://www.finn.no/recommerce/forsale/item/374404553,Pro Max,128GB,6787.38,6500.00
Meget pen iPhone 14 Pro 128Gb,7250,https://www.finn.no/bap/forsale/ad.html?finnkode=373009458,Pro,128GB,7250.00,7250.00
iPhone 14 Pro Max 128GB 90% batterikapasitet,7250,https://www.finn.no/bap/forsale/ad.html?finnkode=372357937,Pro Max,128GB,8174.90,7800.00
iPhone 13 pro Max 256gb Blå,7250,https://www.finn.no/bap/forsale/ad.html?finnkode=372315514,Pro Max,256GB,6987.24,7000.00
iPhone 14 pro - 90% batteri,7250,https://www.finn.no/bap/forsale/ad.html?finnkode=372252975,Pro,Unknown,7482.00,7450.00
Ny iPhone 14,7250,https://www.finn.no/bap/forsale/ad.html?finnkode=367582898,Regular,Unknown,5099.95,5000.00
iPhone 14 Pro + mye utstyr,7200,https://www.finn.no/bap/forsale/ad.html?finnkode=373992583,Pro,Unknown,7482.00,7450.00
Pent brukt iPhone 14 Pro 256GB Space Black,7200,https://www.finn.no/bap/forsale/ad.html?finnkode=372788594,Pro,256GB,7200.00,7200.00
iPhone 13 Pro Max 256 gb,7200,https://www.finn.no/bap/forsale/ad.html?finnkode=372442906,Pro Max,256GB,6987.24,7000.00
Strøken og ripefri iPhone 13 Pro Max,7200,https://www.finn.no/bap/forsale/ad.html?finnkode=361787924,Pro Max,Unknown,9600.00,9600.00
iPhone 13 pro Max,7200,https://www.finn.no/bap/forsale/ad.html?finnkode=371018030,Pro Max,Unknown,6623.42,6500.00
iPhone 14,7200,https://www.finn.no/bap/forsale/ad.html?finnkode=370770088,Regular,Unknown,6228.35,6000.00
iPhone 13 Pro Max,7200,https://www.finn.no/bap/forsale/ad.html?finnkode=357683854,Pro Max,Unknown,6623.42,6500.00
Neste ny iPhone 13 Pro Max 128GB,7200,https://www.finn.no/bap/forsale/ad.html?finnkode=359215079,Pro Max,128GB,7174.75,7100.00
iPhone 13 Pro Max - 128GB (Blå),7100,https://www.finn.no/bap/forsale/ad.html?finnkode=321149217,Pro Max,128GB,6019.27,6000.00
