title,price,link
iPhone 12 PRO 256,4 000 kr,https://www.finn.no/recommerce/forsale/item/374054098
iPhone 13 mini,4 000 kr,https://www.finn.no/recommerce/forsale/item/374013779
iPhone 13 Pro | Space Grey | 128gb,4 000 kr,https://www.finn.no/recommerce/forsale/item/373995101
iPhone 11 Pro Max + deksel,4 000 kr,https://www.finn.no/recommerce/forsale/item/373945833
"iPhone 13 mini . Har boks, lader etc.",4 000 kr,https://www.finn.no/recommerce/forsale/item/337797383
iPhone 11 Pro Max,4 000 kr,https://www.finn.no/recommerce/forsale/item/373755328
iPhone 13 Pro 128 GB - Sierrablå,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=373723523
iPhone 13 pro Max,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=373724273
iPhone 12. 128GB,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=373699601
iPhone 11 pro Max,4 000 kr,https://www.finn.no/recommerce/forsale/item/364197237
iPhone 12mini (64GB),4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=373652788
iPhone 13 pro Max 256gb,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=373656517
iPhone 13 mini 86%,4 000 kr,https://www.finn.no/recommerce/forsale/item/373635613
iPhone 12 pro max 128 GB,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=336998122
iPhone 11 Pro Max Midnight Green 64GB,4 000 kr,https://www.finn.no/recommerce/forsale/item/360816654
iPhone 12 Pro 128GB,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=373541371
iPhone 13 Pro - 128gb,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=373477952
iPhone 13 pro,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=373431292
iPhone 11 Pro 256GB. Midnight green. Nytt batteri,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=373430938
iPhone 12 Pro Max,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=373428367
iPhone 12 i perfekt stand.,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=360080468
"iPhone 12 Pro Max 128GB, Grå",4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=373334362
iPhone 13 Pro Max,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=373294070
iPhone 11 pro Max,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=373233393
iPhone 13 mini 128gb blå,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=373182111
"iPhone 12 Pro, som ny",4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=373168844
iPhone 12 pro,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372937676
iPhone 12 64GB,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372938244
3 Stk iPhone 14/13 Pro Max,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372902349
iPhone 12 Pro 128gb,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372885927
iPhone 13 med hurtiglader og deksel med plass til 2 kort,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372848295
iPhone 12 Pro Max til salgs. Veldig god stand og lite feil.,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372663881
iPhone 12 Pro Ekstremt pent brukt!,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372772681
iPhone 12,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372759681
iPhone 13 128gb,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372751991
iPhone 12 256gb - Sort,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=271581442
iPhone 13 128GB,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372650831
iPhone 13 Pro 256GB,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372594844
iPhone 13 mini 128 gb sort,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372553373
iPhone 11 pro Max (256gb) grønn,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372512739
"iPhone 13 Pro, 128GB",4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372505952
"iPhone 12 - 5G - 128GB, sort",6 500 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372231282
iPhone 14 PRO 256Gb,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372492230
iPhone 13 mini 128 GB,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372475067
iPhone 13 - Rød,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372470437
"Pent brukt iPhone 13, 256GB selges",4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372458678
iPhone 13 mini 128 GB i mynt stand med mye tilbehør,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372392942
Strøken iPhone 13 128GB,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372276518
iPhone 14 og 13 Pro selges,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372224120
iPhone 12 Pro 256 GB,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372227114
"iPhone 12 Mini, 128 GB selges",4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372141206
iPhone 13 mini,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372097623
iPhone 11 Pro Max 256 GB + deksler,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=371597793
iPhone 13 mini - Midnight 128GB,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372033951
iPhone 12 Pro - 256 GB Gull finish,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=371929684
iPhone 13 pro - 256GB - 86% batteri - knust bak,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=371875946
"iPhone 13 Midnight 128GB, helt ny skjerm!",4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=371623145
iPhone 13 mini,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=371611134
iPhone 11 64 GB,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=371632706
iPhone 12 Pro 256 GB,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=371612885
iPhone 12 pro Max 128GB,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=371575411
iPhone 12,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=371453941
iPhone 13 mini 128gb,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=371292719
iPhone 13 128gb - 92% batteri,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=371287868
Kjøper din iPhone 13,Ønskes kjøpt,https://www.finn.no/bap/forsale/ad.html?finnkode=343328956
Kjøper din knuste iPhone 12,Ønskes kjøpt,https://www.finn.no/bap/forsale/ad.html?finnkode=343328531
iPhone 12 Pro Max - 128 GB - Blå,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=371043227
iPhone 12 128GB,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=371004336
iPhone 12 Pro,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=370928152
"iPhone 12Pro 128GB, gull",4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=370888660
iPhone 11 Pro Max 512 GB,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=370811499
iPhone 14 Pro Max knust bakskjerm,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=370755919
iPhone 13 - 128GB - 80% batteri,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=370729417
iPhone 12 64gb,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=370138660
iPhone 13 - noen bruksmerker rundt kantene,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=370093785
iPhone 11 Pro Max,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=370066631
iPhone 12 pro - 128GB - stillehavsblå,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=369940298
Ønsker å kjøpe iPhone 13 Pro/ Pro Max,Ønskes kjøpt,https://www.finn.no/bap/forsale/ad.html?finnkode=369867501
iPhone 12 pro,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=369749548
to iPhone 11 selges,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=369254523
Selger brukt iPhone 12 i lilla,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=369072364
iPhone 11 pro max,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=357665057
Apple iPhone 12 Pro 128 GB,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=368343908
iPhone 13,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=368308317
iPhone 12 pro Max,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=368066146
Brukt iPhone 12 vurderes å selge,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=366937958
iPhone 12 pro,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=366578487
iPhone 11 pro max,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=366558777
iPhone 12 Pro Max - 128gb,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=366367220
iPhone 12,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=365922851
Vurderer og selge en iPhone 12  64 gb,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=365746771
iPhone 11 Pro Max,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=365295691
Brukt iPhone 12 med 2 års garanti,3 900 kr,https://www.finn.no/bap/webstore/ad.html?finnkode=305606275
iPhone 12 Mini,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=365177869
iPhone 11 Pro Max,4 000 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=365045394
Helt ny iPhone 11 Pro Max 256GB,3 999 kr,https://www.finn.no/recommerce/forsale/item/374347692
iPhone 13 Pro 256GB,3 999 kr,https://www.finn.no/recommerce/forsale/item/373936358
iPhone 13 Midnight Blue 128GB,3 999 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=373736686
iPhone 12 blå,3 999 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=373594820
iPhone 13,3 999 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=373169060
Strøken iPhone 11 pro Max i svart,3 999 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372757588
Pen iPhone 13 Pro Sierra Blue 🔵,3 999 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=371611589
iPhone 12 Pro 128gb,3 999 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=359627367
"iPhone 13 mini, 128gb, deksler, ledning, beskyttelsesglass x2",3 995 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372649847
iPhone 12 | 2 års garanti & fri frakt - Best pris og best utvalg på Gamera!,3 990 kr,https://www.finn.no/bap/webstore/ad.html?finnkode=294350940
Apple iPhone 13,3 990 kr,https://www.finn.no/bap/webstore/ad.html?finnkode=373143067
iPhone 12 Pro 256 GB – grafitt – BILLIG!!,3 990 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372729511
iPhone 11 pro - 256GB,3 990 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372183427
Apple iPhone 11 Pro Max 64GB,3 990 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=349260563
Brukt iPhone 12 - 2 års garanti,3 900 kr,https://www.finn.no/bap/webstore/ad.html?finnkode=281916304
Brukt iPhone 12 med 2 års garanti,3 900 kr,https://www.finn.no/bap/webstore/ad.html?finnkode=305606275
iPhone 12 Pro 256 GB (strøken),3 900 kr,https://www.finn.no/recommerce/forsale/item/374305489
iPhone 12 Pro Max 128gb,3 900 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=374081012
Brukt med 2 års garanti | iPhone 12 | iPhone 13 | iPhone 14,3 900 kr,https://www.finn.no/bap/webstore/ad.html?finnkode=294860846
Brukt iPhone 12 - 2 års garanti,3 900 kr,https://www.finn.no/bap/webstore/ad.html?finnkode=291652293
Ubrukt iPhone 11 256GB erstatningstelefon fra Apple,3 900 kr,https://www.finn.no/recommerce/forsale/item/373525259
iPhone 12 Pro,3 900 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372771790
iPhone 12 Pro 128GB Graphite,3 900 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372654357
Brukt iPhone 12 med 2 års garanti,3 900 kr,https://www.finn.no/bap/webstore/ad.html?finnkode=305606275
iPhone 12 pro 256gb (white gold),3 900 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372573040
iPhone 12 Pro 128gb,3 900 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372281458
iPhone 12 pro Max 128gb,3 900 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=371437307
"iPhone 12 : Åpnet, men aldri brukt",3 900 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=370893944
iPhone 13,3 875 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=373443163
iPhone 13 mini 128gb,3 800 kr,https://www.finn.no/recommerce/forsale/item/364812884
Strøken iPhone 13 - 128GB - 85%🔋,3 800 kr,https://www.finn.no/recommerce/forsale/item/373605878
iPhone 11 128 GB,3 800 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=374063726
iPhone 12 pro Max 256gb,3 800 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=373419017
iPhone 12 pro 128gb,3 800 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372627239
"iPhone 12 Pro Max, gull 128 gb",3 800 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372221206
iPhone 13 Pro 128GB,3 800 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372146044
iPhone 13 pro,3 800 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372042899
iPhone 12 pro 256gb følger med EarPods med ledning,3 800 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=371995524
iPhone 12.  64 GB,3 800 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=361434263
iPhone 13 mini 128GB,3 800 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=370575680
Strøken iPhone 11 Pro Max 64 GB,3 800 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=307355870
iPhone 12 pro Max,3 800 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=366738327
iPhone 12 pro 128gb,3 800 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=365428410
iPhone 11 pro,3 800 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=350777199
iPhone 11 Pro Max 256 GB (inkl tilbehør),3 799 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372331077
iPhone 11 Pro Max 64GB Stellagrå,3 799 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=368637447
"iPhone 12 Pro, 256 GB, sølv",3 750 kr,https://www.finn.no/recommerce/forsale/item/374352841
iPhone 13 - 128 GB - 88% 🔋,3 750 kr,https://www.finn.no/recommerce/forsale/item/374258976
iPhone 12 lilla 64 gb,3 750 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=373487676
"iPhone 12 - 5G - 128GB, sort",6 500 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372231282
iPhone 13 - 128gb - Svart,3 750 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=371606477
"Apple iPhone 12, 64 GB, Svart",3 750 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=368582754
"iPhone 12, meget pent brukt!",3 700 kr,https://www.finn.no/recommerce/forsale/item/374306413
iPhone 13 128GB,3 700 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=374172439
Apple iPhone 12 Pro 128GB Pacific Blue,3 700 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=373568027
iPhone 13 128GB,3 700 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=373290445
iPhone 11 PRO meget pent,3 700 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=373072955
iPhone 12 pro 256GB,3 700 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372949819
iPhone 11 Pro Max 64GB,3 700 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372678799
iPhone 12 Pro-256 Gb,3 700 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372198611
iPhone 12,3 700 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=358720207
Apple iPhone 12pro STRØKEN!,3 700 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=368000898
iPhone 13 128gb,3 699 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=373000243
Apple iPhone 11 Pro Max-🔋💯,3 690 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=370804179
iPhone 13 mini - rosa,3 600 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=374060180
iPhone 13 mini 128 GB svart,3 600 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=373975164
iPhone 13 mini 256GB,3 600 kr,https://www.finn.no/recommerce/forsale/item/373886474
"iPhone 12 Pro - 128 GB, (B+), Batterihelse 86%🔋",3 600 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372650656
iPhone 13 Red,3 600 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372362933
iPhone 12Pro,3 600 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372103251
iPhone 12 pro Max 128gb!,3 600 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=370377991
iPhone 12 Pro 128 GB - blå,3 600 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=368995158
Hvit iPhone 12 128 GB,3 600 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=368793140
iPhone 13 mini selges.,3 600 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=368646097
iPhone 13 Mini,3 599 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=373344894
"iPhone 12 pro, 128gb (85% batterikapasitet)",3 500 kr,https://www.finn.no/recommerce/forsale/item/374322754
iPhone 12 Pro Max 128,3 500 kr,https://www.finn.no/recommerce/forsale/item/374334535
iPhone 12 som ny,3 500 kr,https://www.finn.no/recommerce/forsale/item/374328325
iPhone 11 Pro Max 256GB,3 500 kr,https://www.finn.no/recommerce/forsale/item/374324370
iPhone 11 pro Max,3 500 kr,https://www.finn.no/recommerce/forsale/item/363965117
Helt ny iPhone 11 pro 64GB med eske,3 500 kr,https://www.finn.no/recommerce/forsale/item/374299553
iPhone 12 mini 64GB – Selges rimelig,3 500 kr,https://www.finn.no/recommerce/forsale/item/374280249
iPhone 13 min 128GB,3 500 kr,https://www.finn.no/recommerce/forsale/item/374281357
Brukt iPhone 12 - 2 års garanti,3 900 kr,https://www.finn.no/bap/webstore/ad.html?finnkode=281916304
iPhone 12 128g svart,3 500 kr,https://www.finn.no/recommerce/forsale/item/374221729
iPhone 12 pro 256 gb GOLD,3 500 kr,https://www.finn.no/recommerce/forsale/item/374218884
iPhone 12 pro 128 GB,3 500 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=374135192
iPhone 12 selges,3 500 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=373979116
iPhone 13 mini 128GB (grønn),3 500 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=373743154
iPhone 13 Rød,3 500 kr,https://www.finn.no/recommerce/forsale/item/373921716
iPhone 12 Pro Max 128G,3 500 kr,https://www.finn.no/recommerce/forsale/item/373910908
iPhone 12 Pro Max 128gb | 80%🔋,3 500 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=373896152
iPhone 12 hvit i pen stand,3 500 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=373889770
iPhone 13 mini blå 128 gb,3 500 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=373883103
iPhone 12 128Gb,3 500 kr,https://www.finn.no/recommerce/forsale/item/373832956
iPhone 14 128 gb,3 500 kr,https://www.finn.no/recommerce/forsale/item/373788588
iPhone 12 - 64 GB,3 500 kr,https://www.finn.no/recommerce/forsale/item/363274031
iPhone 13 Pro Max 128gb rask pris,3 500 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=373034166
iPhone 12 Pro Selges billig,3 500 kr,https://www.finn.no/recommerce/forsale/item/373753288
iPhone 12 128GB,3 500 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=373610395
iPhone 11 pro uten riper,3 500 kr,https://www.finn.no/recommerce/forsale/item/373594612
iPhone 13 pro 128 GB sprukket baklokk,3 500 kr,https://www.finn.no/recommerce/forsale/item/373589090
"iPhone 12 64gb, 5G, (1,5 år garanti!)",3 500 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=373492539
iPhone 12 pro 128GB,3 500 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=373491209
iPhone 12 Pro,3 500 kr,https://www.finn.no/recommerce/forsale/item/356672197
Strøken iPhone 11 pro - 256 GB,3 500 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=373366996
iPhone 12 Pro Max,3 500 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=373279408
iPhone 11 Pro - Helt ny skjerm & Nytt batteri,3 500 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=373188225
iPhone 12 Pro 256gb (LIKE NEW),3 500 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=338480237
iPhone 11 Pro Midnight Green - 256 gb,3 500 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=373127523
iPhone 13 mini 128 GB,3 500 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=373099568
iPhone 13 mini 128GB,3 500 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372983816
128 GB iPhone 12,3 500 kr,https://www.finn.no/bap/forsale/ad.html?finnkode=372955580
